col_0,col_1,col_2,col_3,col_4,col_5,col_6,cometkiwi_original,cometkiwi_revised,cometkiwi_improvement
Chen Qingyang and I committed the crime one more time in the hotel.,"too passive, too many subordinate clauses",Prefer active if natural. Limit excessive subordination.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Chen Qingyang and I committed the crime one more time in the hotel.""
Suggested fixes: Prefer active if natural. Limit excessive subordination.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,我和陈清扬在饭店里又做了一回案。,Chen Qingyang and I committed the crime again in the hotel.,0.7870234251022339,0.7872620224952698,0.00023859739303588867
"Then, when Patience shortly afterwards addressed Zhou Rui's wife as 'Mrs Zhou', she knew that this was no mistress but a very high-class maid.","too passive, punctuation heavy",Prefer active if natural. Simplify heavy punctuation.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Then, when Patience shortly afterwards addressed Zhou Rui's wife as 'Mrs Zhou', she knew that this was no mistress but a very high-class maid.""
Suggested fixes: Prefer active if natural. Simplify heavy punctuation.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,又见平儿赶着周瑞家的叫他“周大娘”，方知不过是个有体面的丫头。,"Then, when Patience addressed Zhou Rui's wife as ""Mrs. Zhou,"" she knew this was no mistress but a very high-class maid.",0.5907177925109863,0.5860487222671509,-0.004669070243835449
"Father had taken this path so often that later on, as he suffered in the Japanese cinder pit, its image often flashed before his eyes.","overly dense, too much nominalization",Loosen dense noun phrases. Turn nouns back into verbs.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Father had taken this path so often that later on, as he suffered in the Japanese cinder pit, its image often flashed before his eyes.""
Suggested fixes: Loosen dense noun phrases. Turn nouns back into verbs.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.782545994,父亲常走这条路，后来他在日本炭窑中苦熬岁月时，眼前常常闪过这条路。,Father's frequent footsteps along this path had a tendency to flash before his eyes as he endured the harsh conditions of the Japanese internment camp.,0.7689692974090576,0.6977097988128662,-0.0712594985961914
They told me that the military deputy had been transferred someplace else and nobody remembered our affair anymore.,"deeply nested syntax, too many subordinate clauses",Flatten nested clauses. Limit excessive subordination.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""They told me that the military deputy had been transferred someplace else and nobody remembered our affair anymore.""
Suggested fixes: Flatten nested clauses. Limit excessive subordination.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999192708,他们说，军代表调走了，没人记着我们的事。,They told me the military deputy had been transferred elsewhere and nobody remembered our affair.,0.8002581596374512,0.8036311268806458,0.00337296724319458
"By the time Wu Peizhen got home, her family was already at the dinner table and she had to fib about where she had been.","too passive, too many cohesive markers",Prefer active if natural. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""By the time Wu Peizhen got home, her family was already at the dinner table and she had to fib about where she had been.""
Suggested fixes: Prefer active if natural. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,她回到家里，已经开晚饭了，她还得编个谎搪塞她父母，也是煞费了苦心。,"By the time Wu Peizhen arrived home, her family was already seated at the dinner table, and she had to fabricate where she had been.",0.5694795846939087,0.551120400428772,-0.01835918426513672
"When she was in the public security office, they showed her all kinds of confessions, just to let her know what she couldn't write in her confession.","too passive, too many cohesive markers",Prefer active if natural. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""When she was in the public security office, they showed her all kinds of confessions, just to let her know what she couldn't write in her confession.""
Suggested fixes: Prefer active if natural. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,在人保组里，人家把各种交待材料拿给她看，就是想让她明白，谁也不这么写交待。,"When she was in the public security office, they showed her various confessions to illustrate what she couldn't write in her own confession.",0.5996289253234863,0.604975163936615,0.005346238613128662
Trinket nodded.,"deeply nested syntax, too many connectives",Flatten nested clauses. Cut redundant connectives.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Trinket nodded.""
Suggested fixes: Flatten nested clauses. Cut redundant connectives.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999997,韦小宝点点头。,Trinket nodded decisively.,0.35150036215782166,0.3544483482837677,0.002947986125946045
"The Red Guards did indeed have him carry a burden, but it wasn't a cross.","too many connectives, too many function words",Cut redundant connectives. Trim filler function words.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""The Red Guards did indeed have him carry a burden, but it wasn't a cross.""
Suggested fixes: Cut redundant connectives. Trim filler function words.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.998116562,红卫兵们让他负担的东西确实很重，但不是十字架。,"The Red Guards had him bear a burden, but it wasn't a cross.",0.7914433479309082,0.7698332071304321,-0.021610140800476074
"Today, everything looks worn out, exposing bit by bit what lies underneath.","too passive, overly dense",Prefer active if natural. Loosen dense noun phrases.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Today, everything looks worn out, exposing bit by bit what lies underneath.""
Suggested fixes: Prefer active if natural. Loosen dense noun phrases.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999862,如今，什么都好像旧了似的，一点一点露出了真迹。,"Today, everything appears worn and frayed, revealing bit by bit what lies beneath.",0.7916409969329834,0.7919543385505676,0.0003133416175842285
"Grandma stood beside the road listening to the dull cacophony of fists and feet on flesh; she glanced at Yu Zhan'ao, then looked up at the lightning-streaked sky, the radiant, golden, noble smile still frozen on her face.","too long, too many pronouns",Split long sentences once. Reduce pronoun overuse.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Grandma stood beside the road listening to the dull cacophony of fists and feet on flesh; she glanced at Yu Zhan'ao, then looked up at the lightning-streaked sky, the radiant, golden, noble smile still frozen on her face.""
Suggested fixes: Split long sentences once. Reduce pronoun overuse.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,奶奶站在路边，听着七零八落的打击肉体的沉闷声响，对着余占鳌顿眸一瞥，然后仰面看着天边的闪电，脸上凝固着的，仍然是那种粲然的、黄金一般高贵辉煌的笑容。,"Grandma stood beside the road, listening to the muffled sounds of fists and feet on flesh. She glanced at Yu Zhan'ao, then looked up at the lightning-streaked sky, her radiant, golden, noble smile still frozen on her face.",0.6854684352874756,0.6972438097000122,0.011775374412536621
"Luo Xiaosi came back to the fourteenth team and found my stuff gone, so he went to ask the team leader whether he had seen me.","too passive, words too long",Prefer active if natural. Prefer simpler common words.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Luo Xiaosi came back to the fourteenth team and found my stuff gone, so he went to ask the team leader whether he had seen me.""
Suggested fixes: Prefer active if natural. Prefer simpler common words.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,罗小四等人回到队里，发现我的东西都不见了，就去问队长可见过王二。,"Luo Xiaosi returned to the fourteenth team and found my belongings missing, so he went to inquire with the team leader whether he had seen me.",0.5940796136856079,0.6142274737358093,0.020147860050201416
"To have won such fame, and so early in life too, is an almost unparalleled achievement.'","too many connectives, deeply nested syntax",Cut redundant connectives. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""To have won such fame, and so early in life too, is an almost unparalleled achievement.'""
Suggested fixes: Cut redundant connectives. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999995458,成名如此之早，当真古今罕有。”,To have achieved such fame at such an early age is an almost unprecedented feat.,0.7464504241943359,0.821765661239624,0.07531523704528809
Cosmic microwave background radiation very precisely matched the thermal black body spectrum at a temperature of 2.7255 K and was highly isotropic—meaning nearly uniform in every direction—with only tiny temperature fluctuations at the parts per million range.,"too passive, deeply nested syntax",Prefer active if natural. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Cosmic microwave background radiation very precisely matched the thermal black body spectrum at a temperature of 2.7255 K and was highly isotropic—meaning nearly uniform in every direction—with only tiny temperature fluctuations at the parts per million range.""
Suggested fixes: Prefer active if natural. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,宇宙整体的微波背景辐射频谱非常精确地符合温度为2.726K的黑体辐射谱，具有高度各向同性，但在不同局部也存在大约百万分之五涨落的幅度。,"Cosmic microwave background radiation precisely matched a thermal black body spectrum at a temperature of 2.7255 K, with highly isotropic distribution—nearly uniform in every direction—showcasing minute temperature fluctuations at the parts per million level.",0.7336317300796509,0.7381569743156433,0.004525244235992432
"By heading east-southeast, they would soon reach the Jiao-Ping highway, which cut through the swampy lowland from north to south and linked the two counties of Jiao and Pingdu.","too passive, too many subordinate clauses",Prefer active if natural. Limit excessive subordination.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""By heading east-southeast, they would soon reach the Jiao-Ping highway, which cut through the swampy lowland from north to south and linked the two counties of Jiao and Pingdu.""
Suggested fixes: Prefer active if natural. Limit excessive subordination.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,他知道队伍一直往东南走，很快就要走到那条南北贯通，把偌大个低洼平原分成两半，把胶县平度县两座县城连在一起的胶平公路。,"Heading east-southeast, they would soon reach the Jiao-Ping highway, which cuts through the swampy lowland from north to south, linking the two counties of Jiao and Pingdu.",0.7098327875137329,0.7203304767608643,0.010497689247131348
"This is how the inscription began: Long, long ago the world was tilted downwards towards the south-east; and in that lower-lying south-easterly part of the earth there is a city called Soochow; and in Soochow the district around the Chang-men Gate is reckoned one of the two or three wealthiest and most fashionable quarters in the world of men.","too passive, deeply nested syntax",Prefer active if natural. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""This is how the inscription began: Long, long ago the world was tilted downwards towards the south-east; and in that lower-lying south-easterly part of the earth there is a city called Soochow; and in Soochow the district around the Chang-men Gate is reckoned one of the two or three wealthiest and most fashionable quarters in the world of men.""
Suggested fixes: Prefer active if natural. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,按那石上书云：当日地陷东南，这东南有个姑苏城，城中阊门，最是红尘中一二等富贵风流之地。,"This is how the inscription began: Long, long ago, the world tilted downwards towards the south-east, and in that lower-lying south-easterly part of the earth, there was a city called Soochow. In Soochow, the district around the Chang-men Gate was reckoned one of the two or three wealthiest and most fashionable quarters in the world of men.""",0.5351693034172058,0.5453097820281982,0.010140478610992432
"Northeast Gaomi Township was aswarm with bandits who operated in the sorghum fields like fish in water, forming gangs to rob, pillage, and kidnap, yet balancing their evil deeds with charitable ones.","too passive, too many pronouns",Prefer active if natural. Reduce pronoun overuse.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Northeast Gaomi Township was aswarm with bandits who operated in the sorghum fields like fish in water, forming gangs to rob, pillage, and kidnap, yet balancing their evil deeds with charitable ones.""
Suggested fixes: Prefer active if natural. Reduce pronoun overuse.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,高密东北乡土匪如毛，他们在高粱地里鱼儿般出没无常，结帮拉伙，拉骡绑票，坏事干尽，好事做绝。,"Northeast Gaomi Township was alive with bandits, who moved like fish in water, forming gangs to rob, pillage, and kidnap, yet balancing their evil deeds with acts of charity.",0.6570843458175659,0.677297830581665,0.02021348476409912
So she got to her feet and took off her sweater—she had on a flowery shirt underneath.,"too many cohesive markers, punctuation heavy",Keep only necessary markers. Simplify heavy punctuation.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""So she got to her feet and took off her sweater—she had on a flowery shirt underneath.""
Suggested fixes: Keep only necessary markers. Simplify heavy punctuation.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.976295895,她就站起来，脱了外衣，里面穿着大花的衬衫。,She stood up and removed her sweater - she was wearing a floral shirt underneath.,0.8097937107086182,0.8309005498886108,0.021106839179992676
Why can't you just leave me here to die in peace?,"low lexical variety, too many pronouns",Vary wording slightly. Reduce pronoun overuse.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Why can't you just leave me here to die in peace?""
Suggested fixes: Vary wording slightly. Reduce pronoun overuse.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999979,死活凭我去罢了!,Why can't you just leave me here to rest in peace?,0.5763054490089417,0.5887902975082397,0.012484848499298096
Oriole cheated me and Bao-yu turned me out.',"low lexical variety, deeply nested syntax",Vary wording slightly. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Oriole cheated me and Bao-yu turned me out.'""
Suggested fixes: Vary wording slightly. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,莺儿欺负我，赖我的钱； 宝玉哥哥撵了我来了。”,Oriole cheated me and Bao-yu turned me out.,0.48154160380363464,0.4839839041233063,0.002442300319671631
"After a while my waist looked like it had been peppered by a shotgun, and the scars didn't fade for a long time.","too passive, words too long",Prefer active if natural. Prefer simpler common words.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""After a while my waist looked like it had been peppered by a shotgun, and the scars didn't fade for a long time.""
Suggested fixes: Prefer active if natural. Prefer simpler common words.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999945,后来我的腰就像中了散弹枪，伤痕久久不褪。,"After a while, my waist looked like it had been pummeled by a shotgun, and the scars didn't fade for a long time.",0.7851828932762146,0.8259812593460083,0.0407983660697937
Her feelings for Wang Qiyao were a bit like the puppy love that a teenage boy feels for a girl for whom he is willing to go to the edge of the earth.,"too many connectives, repetition",Cut redundant connectives. Remove needless repetition.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Her feelings for Wang Qiyao were a bit like the puppy love that a teenage boy feels for a girl for whom he is willing to go to the edge of the earth.""
Suggested fixes: Cut redundant connectives. Remove needless repetition.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,她对王琦瑶的感情，有点像一个少年对一个少女，那种没有欲念的爱情，为她做什么都肯的。,"Her feelings for Wang Qiyao were similar to the intense, all-consuming crush a teenage boy experiences for a girl he is willing to go to great lengths for.",0.6753371953964233,0.778200626373291,0.10286343097686768
Zhou Rui's wife went off again to fetch her charges.,"too long, deeply nested syntax",Split long sentences once. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""Zhou Rui's wife went off again to fetch her charges.""
Suggested fixes: Split long sentences once. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,周瑞家的才出去领了他们进来。,Zhou Rui's wife went off again to collect her children.,0.4229746460914612,0.5253629684448242,0.10238832235336304
"As the stylist gave her hair a last-minute adjustment with a hand blower, the expression on Wang Qiyao's face, turning slightly to avoid the hot air with just a soupçon of the spoiled child, belonged to yesteryear.","too passive, too many cohesive markers",Prefer active if natural. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""As the stylist gave her hair a last-minute adjustment with a hand blower, the expression on Wang Qiyao's face, turning slightly to avoid the hot air with just a soupçon of the spoiled child, belonged to yesteryear.""
Suggested fixes: Prefer active if natural. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,理发师正整理她的鬓发，手指触在脸颊，是最悉心的呵护。 她微微侧过脸，躲着吹风机的热风，这略带娇憨的姿态也是昨天的。,"As the stylist fine-tuned Wang Qiyao's hairdo with a last-minute touch, the expression on her face, turning slightly to avoid the hot air with a hint of the spoiled child, was reminiscent of days past.",0.5571057200431824,0.6614987254142761,0.10439300537109375
"'King Yu of the Xia dynasty, the first dynasty that ever was, collected metal from all the nine provinces of the Empire and used it to cast nine great cauldrons with.","too long, deeply nested syntax",Split long sentences once. Flatten nested clauses.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""'King Yu of the Xia dynasty, the first dynasty that ever was, collected metal from all the nine provinces of the Empire and used it to cast nine great cauldrons with.""
Suggested fixes: Split long sentences once. Flatten nested clauses.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,夏禹王收九州之金，铸了九大鼎。,"King Yu of the Xia dynasty, the first dynasty to have existed, collected metal from all nine provinces of the Empire and used it to cast nine great cauldrons.",0.656981348991394,0.7434003949165344,0.08641904592514038
"As he rose to his feet, he stole a closer glance at his opponent: there was something at once impressive and attractive about the boy's features, a clearness of brow, a noble look in the eyes, an expression in the face, that drew Trinket towards him.","too long, too many subordinate clauses",Split long sentences once. Limit excessive subordination.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""As he rose to his feet, he stole a closer glance at his opponent: there was something at once impressive and attractive about the boy's features, a clearness of brow, a noble look in the eyes, an expression in the face, that drew Trinket towards him.""
Suggested fixes: Split long sentences once. Limit excessive subordination.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.997861978,说着也站了起来，见那男孩眉清目秀，神情轩昂，对他颇有好感。,"As he rose to his feet, he took a closer glance at his opponent, his eyes drawn to the boy's impressive features - a clear brow, a noble look in the eyes, and an expression on his face that was both striking and appealing.""",0.5481873154640198,0.735689640045166,0.18750232458114624
The military deputy came to our team to do some grassroots investigation and then stayed.,"too many connectives, words too long",Cut redundant connectives. Prefer simpler common words.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""The military deputy came to our team to do some grassroots investigation and then stayed.""
Suggested fixes: Cut redundant connectives. Prefer simpler common words.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999996,军代表到我们队来蹲点，蹲下来就不走了。,The military deputy visited our team to conduct grassroots investigations and remained for a while.,0.6998971700668335,0.7138384580612183,0.013941287994384766
'How is it that so fine a painting lacks a signature?' said Huang.,"too passive, repetition",Prefer active if natural. Remove needless repetition.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""'How is it that so fine a painting lacks a signature?' said Huang.""
Suggested fixes: Prefer active if natural. Remove needless repetition.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",1.0,黄宗羲道：“这等好画，如何却无题跋？”,"Huang said, ""How is it that such a beautiful painting lacks a signature?""",0.7067831754684448,0.7356435060501099,0.02886033058166504
"'That's it, son, that's the way to talk!'","too passive, too many pronouns",Prefer active if natural. Reduce pronoun overuse.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""'That's it, son, that's the way to talk!'""
Suggested fixes: Prefer active if natural. Reduce pronoun overuse.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999986387,“说得是！ 儿子，说得好！”,"That's right, son, you're on the right track!""""",0.47339215874671936,0.5705001950263977,0.09710803627967834
"There everything is wide open; even the knowing pigeons are bedded down for the evening, leaving the sky empty of their flight.","too passive, too many cohesive markers",Prefer active if natural. Keep only necessary markers.,"[INST] You are an expert English editor.
The following sentence shows signs of translationese: ""There everything is wide open; even the knowing pigeons are bedded down for the evening, leaving the sky empty of their flight.""
Suggested fixes: Prefer active if natural. Keep only necessary markers.
Rules:
- Preserve the original meaning and all factual details
- Preserve names, numbers, colors, and body-part details
- Preserve negation and modality (not/never/might/would/I think, etc.)
- Keep the original style and register; maintain the original grammatical voice (active/passive), tense, aspect, and person unless ungrammatical
- Make minimal necessary edits following the suggested fixes
- Do NOT add or omit information
- Output only the revised sentence on a single line, without quotes
[/INST]",0.999999974,那里就开阔多了，也自由多了，连鸽子也栖了，让出了它们的领空。,"Everything is wide open; even the wise pigeons have bedded down for the evening, leaving the sky empty of their flight.",0.5182123780250549,0.5778290629386902,0.059616684913635254
